Date,Received Quantity,Received Currency,Sent Quantity,Sent Currency,Fee Amount,Fee Currency,Tag
03/15/2023 02:51:14,1053.88616139,GPT,,,,,buy
03/19/2024 02:11:32,100.27166812,DEBT,,,,,buy
03/19/2024 02:10:59,101.8672406,DEBT,,,,,buy
03/19/2024 02:09:23,99.8172616,DEBT,,,,,buy
03/19/2024 02:07:11,1,DEBT,,,,,buy
01/21/2024 20:42:38,,,1,DEBT,,,transfer
01/21/2024 20:12:44,,,100,DEBT,,,transfer
01/21/2024 20:11:20,,,99,DEBT,,,transfer
01/21/2024 20:10:05,,,1,DEBT,,,transfer
01/21/2024 20:09:08,,,170,DEBT,,,transfer
01/21/2024 20:08:26,,,1,DEBT,,,transfer
01/21/2024 17:53:44,,,5,DEBT,,,transfer
01/21/2024 17:52:07,,,5,DEBT,,,transfer
01/21/2024 17:39:29,,,5,DEBT,,,transfer
01/21/2024 17:35:56,,,4,DEBT,,,transfer
01/21/2024 17:35:02,,,0.01,DEBT,,,transfer
01/21/2024 17:31:59,,,0.01,DEBT,,,transfer
12/18/2023 22:46:27,4.0723198,DEBT,,,,,buy
08/03/2023 15:56:11,98.99999999,DEBT,,,,,buy
08/03/2023 15:54:23,1,DEBT,,,,,buy
07/12/2023 03:33:41,,,100,DEBT,,,transfer
03/16/2023 22:23:41,1.78740249,DEBT,,,,,buy
03/15/2023 02:51:14,,,5,DEBT,,,transfer
02/21/2023 18:06:03,,,25,DEBT,,,transfer
02/21/2023 16:26:22,,,8,DEBT,,,transfer
02/15/2023 00:21:59,243.56545565,DEBT,,,,,buy
02/07/2023 02:59:46,180,DEBT,,,,,buy
02/07/2023 02:55:52,,,0.1,DEBT,,,transfer
02/07/2023 02:46:28,,,0.05485,DEBT,,,transfer
02/07/2023 02:43:43,1.05485232,DEBT,,,,,buy
02/21/2023 18:06:03,71046.05984847,$TRUTH,,,,,buy
02/21/2023 16:26:22,21258.39672691,$TRUTH,,,,,buy
02/21/2023 16:24:43,6972.40302655,$TRUTH,,,,,buy
10/17/2025 16:51:12,0.1,BUNL,,,,,buy
05/01/2025 02:59:38,,,0.49998988,BTC,0.00000532,BTC,transfer
05/01/2025 02:45:07,,,0.01001012,BTC,0.00001012,BTC,transfer
04/06/2025 22:44:16,0.5,BTC,40975.99,USD,0.00002795,BTC,buy
04/06/2025 22:35:13,0.01,BTC,819.51,USD,0.00001478,BTC,buy
11/25/2024 15:54:31,,,0.99028242,BTC,0.00001338,BTC,transfer
11/25/2024 15:07:40,,,0.01001518,BTC,0.00001518,BTC,transfer
10/22/2024 03:00:52,,,0.14654301,BTC,0.00004301,BTC,transfer
09/20/2024 15:43:09,0.64484061,BTC,40534.60,USD,0.00009118,BTC,buy
09/18/2024 18:32:23,0.001,BTC,60.17,USD,0.00004882,BTC,buy
09/18/2024 18:32:23,0.5,BTC,30088.63,USD,0.00005657,BTC,buy
09/18/2024 18:32:23,0.001,BTC,60.17,USD,0.0000319,BTC,buy
07/22/2024 15:34:36,,,0.40687618,BTC,0.00000931,BTC,transfer
07/08/2024 21:42:34,,,0.64001472,BTC,0.00001472,BTC,transfer
07/08/2024 20:28:21,,,0.10002277,BTC,0.00002277,BTC,transfer
07/06/2024 00:39:33,1.13691367,BTC,64531.66,USD,0.00012561,BTC,buy
07/06/2024 00:39:33,0.01,BTC,567.60,USD,0.00012262,BTC,buy
05/29/2024 22:00:24,,,1.14048778,BTC,0.00005719,BTC,transfer
05/29/2024 21:23:43,,,0.01006213,BTC,0.00006213,BTC,transfer
05/29/2024 01:55:59,,,0.00011799,BTC,0.00001799,BTC,transfer
05/29/2024 00:54:13,,,0.30102761,BTC,0.00002761,BTC,transfer
03/03/2024 13:07:41,1.45009364,BTC,90004.21,USD,0.0010665,BTC,buy
03/03/2024 12:36:12,0.00160187,BTC,99.42,USD,0.00063888,BTC,buy
09/20/2023 21:24:57,,,0.80049552,BTC,0.00018656,BTC,transfer
09/20/2023 21:24:57,,,0.00105232,BTC,0.00005232,BTC,transfer
08/18/2023 17:13:37,0.1394,BTC,3666.14,USD,0.0000723,BTC,buy
08/18/2023 16:22:45,0.0094,BTC,247.21,USD,0.0000522,BTC,buy
06/11/2023 18:52:19,0.0106477,BTC,274.73,USD,0.0000966,BTC,buy
04/01/2023 14:41:29,0.0030274,BTC,86.11,USD,0.00031671,BTC,buy
04/01/2023 14:41:29,0.62936978,BTC,17902.94,USD,0.00020826,BTC,buy
01/16/2023 02:47:15,,,0.11742473,BTC,0.00000759,BTC,transfer
01/16/2023 02:19:11,0.12069043,BTC,2545.10,USD,0.00000993,BTC,buy
12/15/2022 01:51:48,0.12336725,BTC,2167.90,USD,0.00008222,BTC,buy
12/15/2022 01:51:48,,,0.13328657,BTC,0.00003542,BTC,transfer
12/12/2022 19:12:49,,,0.26360342,BTC,0.00001308,BTC,transfer
12/12/2022 19:08:13,0.27996,BTC,4754.95,USD,0.00044041,BTC,buy
10/10/2022 02:42:40,,,0.0105821,BTC,0.00000675,BTC,transfer
09/29/2022 11:38:09,0.00544809,BTC,105.77,USD,0.00002112,BTC,buy
08/04/2022 02:34:28,,,0.08645207,BTC,0.00004453,BTC,transfer
08/01/2022 23:01:14,0.03234,BTC,751.86,USD,0.00005445,BTC,buy
08/01/2022 20:37:53,0.01728,BTC,401.73,USD,0.00020169,BTC,buy
08/01/2022 04:14:37,,,0.04298974,BTC,0.0000611,BTC,transfer
08/01/2022 04:03:37,0.04207,BTC,978.06,USD,0.00011858,BTC,buy
07/28/2022 01:15:42,,,0.0440496,BTC,0.00001799,BTC,transfer
07/01/2022 13:25:55,0.00241,BTC,46.81,USD,0.0004956,BTC,buy
05/13/2022 13:18:37,0.00445791,BTC,135.00,USD,0.00056947,BTC,buy
03/16/2022 14:05:14,0.00122602,BTC,49.54,USD,0.00008957,BTC,buy
03/16/2022 13:54:33,0.00284149,BTC,114.81,USD,0.00008658,BTC,buy
10/25/2021 17:42:17,0.076,BTC,4771.40,USD,0.00010527,BTC,buy
09/21/2021 15:12:35,,,0.07573121,BTC,0.0000112,BTC,transfer
09/06/2021 23:12:29,0.07382693,BTC,3819.86,USD,0.00019539,BTC,buy
09/06/2021 23:12:29,0.00190428,BTC,98.52,USD,0.0002685,BTC,buy
06/19/2025 22:46:37,,,275.774721,ADA,0.171397,ADA,transfer
06/19/2025 22:16:24,205.540674,ADA,123.32,USD,1.51584,ADA,buy
11/12/2022 23:05:48,70.234047,ADA,24.08,USD,0.312231,ADA,buy
03/11/2026 15:25:23,1.24,USDC,1.23,USD,,,buy
03/11/2026 15:33:47,1,USDC,0.99,USD,,,buy
